,movie_id,title,movie_rating,release_date,runtime,metascore,imdb_rating,budget,boxoffice,buzz
2925,4362.0,The Loft,R,2015-01-30,108.0,24.0,6.3,2000000,12739737,3
2926,4363.0,Victor Frankenstein,PG-13,2015-11-25,110.0,36.0,6.0,25000000,12512862,3
2927,4364.0,Danny Collins,R,2015-04-10,106.0,58.0,7.0,16000000,12431792,4
2928,4367.0,True Story,R,2015-04-17,99.0,50.0,6.3,19000000,11682205,52
2930,4370.0,45 Years,R,2015-08-28,91.0,94.0,7.1,14000000,9409538,5
2931,4371.0,The Water Diviner,R,2014-12-26,111.0,50.0,7.0,6000000,9204489,8
2933,4373.0,Anomalisa,R,2016-03-11,90.0,88.0,7.3,12000000,7919574,11
2935,4376.0,Spare Parts,PG-13,2015-06-05,114.0,50.0,7.3,10000000,7078738,11
2937,4378.0,Mommy,R,2014-10-08,139.0,74.0,8.1,10000000,6810754,52
2938,4379.0,What We Do in the Shadows,R,2015-02-13,86.0,76.0,7.7,9700000,6738954,19
2941,4386.0,Rock the Kasbah,R,2015-10-23,106.0,29.0,5.5,20000000,6002756,2
2942,4387.0,The End of the Tour,R,2015-11-12,106.0,82.0,7.3,1000000,6002451,12
2943,4388.0,Youth,R,2015-12-04,124.0,64.0,7.3,6000000,5909483,32
2944,4389.0,He Named Me Malala,PG-13,2015-10-22,88.0,61.0,7.0,12000000,5669081,4
2945,4390.0,Chi-Raq,R,2016-12-02,127.0,77.0,5.8,1000000,5355847,5
2946,4391.0,Captive,PG-13,2015-09-18,97.0,36.0,5.4,19000000,5310554,2
2947,4392.0,Truth,R,2015-10-30,125.0,66.0,6.8,17000000,4936819,52
2948,4393.0,Mistress America,R,2015-09-04,84.0,75.0,6.7,10000000,4269426,4
2950,4396.0,My All-American,PG,2015-11-13,118.0,34.0,7.2,1100000,4105123,2
2951,4397.0,Jem and the Holograms,PG,2015-10-23,118.0,42.0,4.2,750000,4010957,3
2953,4400.0,Old Fashioned,PG-13,2015-02-13,115.0,29.0,5.2,20000000,3763583,1
2956,4404.0,Testament of Youth,PG-13,2015-01-16,129.0,76.0,7.3,2500000,3317468,7
2961,4411.0,The Diary of a Teenage Girl,R,2015-08-28,102.0,87.0,6.8,4000000,2672413,4
2974,4434.0,5 Flights Up,PG-13,2015-05-08,88.0,55.0,6.2,7000000,1738692,1
2976,4436.0,Faith of Our Fathers,PG-13,2015-07-01,96.0,20.0,3.9,120000,1597486,1
2984,4453.0,Cìkè Niè Yinniáng,Not Rated,2015-08-27,105.0,80.0,6.3,10000000,1291645,6
2988,4458.0,A Little Chaos,R,2015-06-26,117.0,51.0,6.5,5250000,1200010,11
2991,4461.0,By the Sea,R,2015-12-09,122.0,44.0,5.3,225000,1109276,8
2994,4465.0,Steve Jobs: The Man in the Machine,R,2015-09-04,128.0,72.0,6.9,3000000,1007535,43
3002,4490.0,Noble,PG-13,2015-05-08,100.0,63.0,6.8,12000000,793352,52
3005,4503.0,Theeb,Not Rated,2015-03-19,100.0,80.0,7.2,10000000,749641,8
3010,4515.0,A Royal Night Out,PG-13,2015-12-04,97.0,58.0,6.5,12500000,677200,23
3012,4520.0,Heneral Luna,R,2015-10-30,118.0,58.0,7.5,4000000,641054,6
3017,4527.0,Stonewall,R,2015-09-25,129.0,30.0,5.4,1200000,595018,4
3028,4545.0,Samba,R,2014-10-15,118.0,53.0,6.7,3000000,446770,43
3031,4550.0,Jag är Ingrid,Not Rated,2015-08-27,114.0,75.0,7.4,135000,408015,2
3043,4567.0,She's Funny That Way,R,2015-08-21,93.0,45.0,6.1,270000,319285,6
3069,4606.0,The Duke of Burgundy,Not Rated,2015-01-23,104.0,87.0,6.5,25000000,205505,7
3073,4614.0,Spring,Not Rated,2015-03-20,109.0,70.0,6.7,3000000,201436,52
3080,4626.0,Respire,Not Rated,2015-09-11,91.0,78.0,7.1,8900000,176988,21
3083,4634.0,Charlie's Country,Not Rated,2014-07-17,108.0,75.0,7.2,55000000,335451311,1
3098,4655.0,Paulette,R,2015-08-14,87.0,40.0,6.6,10000000,139034,37
3101,4660.0,"Like Sunday, Like Rain",R,2014-10-06,104.0,43.0,6.9,500000,134109,4
3125,4692.0,Finding Dory,PG,2016-06-17,97.0,77.0,7.3,4900000,95933,2
3133,4700.0,Sing,PG,2016-12-21,108.0,59.0,7.1,750000,78396,3
3141,4708.0,Trolls,PG,2016-11-04,92.0,55.0,6.5,6000000,66351,3
3151,4719.0,Passengers,PG-13,2016-12-21,116.0,41.0,7.0,1100000,56491,2
3159,4728.0,Pete's Dragon,PG,2016-08-12,102.0,71.0,6.7,17700000,49521,4
3161,4730.0,Storks,PG,2016-09-23,87.0,56.0,6.8,1587000,0,2
3177,4747.0,The Shallows,PG-13,2016-06-24,86.0,59.0,6.3,15000000,14998027,1
3198,4769.0,Inferno,PG-13,2016-10-28,121.0,42.0,6.2,930000,30905,5
3203,4774.0,"Hail, Caesar!",PG-13,2016-02-05,106.0,72.0,6.3,800000,29063,2
3218,4791.0,God's Not Dead 2,PG,2016-04-01,120.0,22.0,4.4,2000000,22836,1
3240,4817.0,Pride and Prejudice and Zombies,PG-13,2016-02-05,108.0,45.0,5.8,3000000,18000,3
3253,4831.0,Shut In,PG-13,2016-11-11,91.0,25.0,4.8,5800000,15091,1
3274,4858.0,Maggie's Plan,R,2016-04-27,98.0,76.0,6.2,130000000,424668047,8
3277,4861.0,Green Room,R,2016-05-13,95.0,79.0,7.0,76000000,368065385,5
3278,4863.0,Our Kind of Traitor,R,2016-05-13,108.0,57.0,6.2,225000000,291045518,2
3279,4864.0,Compadres,R,2016-03-31,101.0,28.0,4.8,110000000,274092705,3
3280,4865.0,The Other Side of the Door,R,2016-03-04,96.0,41.0,5.3,200000000,268488329,2
3281,4866.0,Anthropoid,R,2016-09-09,120.0,59.0,7.2,250000000,258241522,4
3282,4867.0,The Beatles: Eight Days a Week - The Touring Years,Not Rated,2016-09-17,106.0,72.0,7.8,200000000,234770996,16
3283,4868.0,Yip Man 3,PG-13,2015-12-24,105.0,57.0,7.1,190000000,228778661,16
3284,4869.0,Miles Ahead,R,2016-04-22,100.0,64.0,6.4,150000000,206362140,5
3285,4876.0,Paterson,R,2016-12-28,118.0,90.0,7.4,190000000,202706711,6
3286,4877.0,Busanhaeng,Not Rated,2016-07-20,118.0,72.0,7.6,135000000,187168425,1
3287,4878.0,A Bigger Splash,R,2016-05-13,125.0,74.0,6.4,43000000,159581587,20
3288,4879.0,The Dressmaker,R,2015-10-29,119.0,47.0,7.1,40000000,150098456,11
3289,4880.0,Desierto,R,2016-04-13,88.0,51.0,6.0,7000000,26533200,10
3290,4881.0,Greater,PG,2016-08-26,130.0,35.0,7.3,20000000,137400141,2
3291,4882.0,Demolition,R,2016-04-08,101.0,49.0,7.0,35000000,134506920,3
3292,4885.0,Billy Lynn's Long Halftime Walk,R,2016-11-18,113.0,53.0,6.2,80000000,133668525,3
3293,4887.0,Weiner,R,2016-05-26,96.0,84.0,7.6,115000000,132556852,6
3294,4888.0,I Saw the Light,R,2016-04-01,123.0,47.0,5.8,50000000,127413176,2
3295,4889.0,Equity,R,2016-07-29,100.0,68.0,5.5,40000000,125095601,3
3296,4891.0,Jane Got a Gun,R,2016-01-29,98.0,49.0,5.9,140000000,122523060,1
3297,4892.0,Priceless,PG-13,2016-10-14,97.0,41.0,6.1,78000000,119793567,2
3298,4893.0,Julieta,R,2016-12-21,99.0,73.0,7.1,75000000,117723989,30
3299,4894.0,Toni Erdmann,R,2016-12-25,162.0,93.0,7.4,100000000,116949183,8
3300,4895.0,Genius,PG-13,2016-06-10,104.0,56.0,6.6,100000000,107518682,51
3301,4896.0,The Neon Demon,R,2016-06-24,117.0,51.0,6.2,55000000,107136417,6
3302,4897.0,El abrazo de la serpiente,Not Rated,2015-05-25,125.0,82.0,7.9,190000000,101802906,6
3304,4901.0,Lazer Team,PG-13,2016-01-27,102.0,42.0,5.6,70000000,98927592,7
3305,4903.0,Dough,Not Rated,2016-04-29,94.0,44.0,6.2,31000000,95020213,50
3306,4904.0,Papa Hemingway in Cuba,R,2016-04-29,110.0,37.0,6.3,120000000,93050117,1
3307,4905.0,Certain Women,R,2017-02-22,107.0,82.0,6.4,225000000,89302115,8
3310,4910.0,Dark Horse,Not Rated,2012-06-29,86.0,66.0,5.9,35000000,83299761,0
3311,4911.0,Neruda,R,2016-08-11,107.0,82.0,6.8,135000000,83028130,23
3312,4918.0,31,R,2016-09-16,102.0,35.0,5.1,61000000,75612460,20
3313,4919.0,Born to Be Blue,R,2016-03-30,97.0,64.0,6.9,150000000,73103784,5
3314,4922.0,Little Men,PG,2017-05-04,85.0,86.0,6.7,15000000,71628180,38
3315,4924.0,Mr. Church,PG-13,2016-11-11,104.0,37.0,7.7,28000000,71399120,7
3316,4925.0,American Honey,R,2016-10-14,163.0,80.0,7.0,110000000,71017784,8
3317,4927.0,The Bronze,R,2016-03-18,100.0,44.0,6.1,17000000,70525195,1
3318,4929.0,City of Gold,R,2016-03-11,96.0,72.0,7.2,90000000,68559554,35
3319,4930.0,Lo and Behold: Reveries of the Connected World,PG-13,2016-08-19,98.0,76.0,7.0,92000000,67349198,4
3321,4934.0,A Tale of Love and Darkness,PG-13,2016-08-19,95.0,55.0,6.0,195000000,65187603,25
3322,4936.0,Knight of Cups,R,2016-03-04,118.0,53.0,5.7,3000000,64473115,11
3323,4937.0,Harry Potter and the Deathly Hallows: Part 2,PG-13,2011-07-15,130.0,85.0,8.1,28000000,63914167,10
3324,4942.0,Unsullied,R,2015-08-28,93.0,42.0,4.2,110000000,61737191,1
3325,4943.0,Marguerite,R,2016-03-11,129.0,76.0,7.0,46000000,61002302,37
3326,4944.0,Bakemono no ko,PG-13,2015-07-11,119.0,65.0,7.6,130000000,60522097,3
3327,4945.0,Wiener-Dog,R,2016-07-21,88.0,66.0,5.9,91000000,58236838,5
3329,4949.0,Omohide poro poro,PG,2016-02-26,118.0,90.0,7.6,20000000,56671993,1
3330,4950.0,Gimme Danger,R,2016-08-05,108.0,72.0,7.2,55000000,55750480,4
3331,4954.0,L'avenir,PG-13,2016-04-06,102.0,88.0,7.0,50000000,55703475,4
3332,4957.0,High-Rise,R,2016-04-28,119.0,65.0,5.6,17000000,54239856,12
3333,4962.0,Francofonia,Not Rated,2015-11-11,88.0,71.0,6.6,84000000,53262560,1
3334,4963.0,Mia madre,R,2016-08-26,106.0,70.0,6.8,12800000,51872378,32
3335,4965.0,Avril et le monde truqué,PG,2016-04-08,105.0,85.0,7.3,26000000,49875291,32
3336,4966.0,Ixcanul,Not Rated,2015-11-25,93.0,83.0,7.2,60000000,46000903,9
3337,4967.0,Der Staat gegen Fritz Bauer,R,2015-10-01,105.0,61.0,7.1,58000000,44672764,9
3339,4969.0,Trois souvenirs de ma jeunesse,R,2015-05-20,123.0,87.0,6.8,850000,0,47
3340,4970.0,The Family Fang,R,2016-05-06,105.0,67.0,6.1,38000000,42025135,5
3341,4971.0,"Life, Animated",PG,2016-10-20,92.0,75.0,7.5,2500000,40041683,5
3342,4972.0,Dheepan,R,2016-05-13,115.0,76.0,7.2,175000000,38362475,14
3343,4974.0,The Invitation,Not Rated,2016-04-08,100.0,74.0,6.6,25000000,37738810,5
3344,4976.0,The Love Witch,Unrated,2017-03-10,120.0,82.0,6.2,12000000,37709979,28
3345,4978.0,Sarusuberi: Miss Hokusai,PG-13,2015-05-09,93.0,74.0,6.7,30000000,36918811,28
3349,4985.0,Complete Unknown,R,2016-08-26,91.0,58.0,5.4,130000000,33618855,2
3351,4987.0,Viva,R,2016-08-19,100.0,69.0,7.3,2500000,32244051,52
3352,4988.0,Bølgen,R,2015-08-28,105.0,68.0,6.7,200000,44701,52
3353,4989.0,"Jheronimus Bosch, Touched by the Devil",Not Rated,2016-01-07,86.0,64.0,6.5,60000000,31165421,52
3354,4990.0,The Fits,Not Rated,2017-01-11,72.0,90.0,6.6,22000000,30659817,25
3355,4992.0,Louder Than Bombs,R,2015-10-02,109.0,70.0,6.6,40000000,29817991,2
3357,4995.0,Eva Hesse,PG-13,2016-04-27,108.0,69.0,7.0,28000000,28795985,2
3358,4997.0,Kicks,R,2016-09-09,80.0,69.0,6.4,5000000,27298285,10
3360,5000.0,Michael Moore in TrumpLand,Not Rated,2016-10-21,73.0,54.0,5.6,50000000,26623701,1
3361,5001.0,Touched with Fire,R,2017-05-10,106.0,62.0,6.2,20000000,26004851,20
3363,5005.0,The Kind Words,Not Rated,2015-05-28,118.0,75.0,6.9,70000000,25135965,11
3364,5009.0,Le tout nouveau testament,Not Rated,2015-09-01,114.0,70.0,7.1,5500000,24477704,11
3365,5011.0,An,Not Rated,2015-05-30,113.0,60.0,7.4,32000000,22537881,52
3366,5013.0,Krigen,R,2015-09-10,115.0,81.0,7.1,32500000,21819348,52
3367,5020.0,La loi du marché,Not Rated,2016-04-15,91.0,74.0,6.8,10000000,21590086,52
3368,5021.0,Zero Days,PG-13,2016-07-08,116.0,77.0,7.8,8500000,21569509,12
3369,5022.0,Aferim!,Not Rated,2016-01-22,108.0,84.0,7.6,5000000,21502690,12
3370,5025.0,Demon,R,2016-09-09,94.0,80.0,6.1,19000000,21488481,49
3371,5026.0,Puerto Ricans in Paris,R,2016-06-10,82.0,47.0,5.3,15000000,21403519,4
3372,5028.0,Il racconto dei racconti - Tale of Tales,R,2016-04-22,134.0,72.0,6.4,22000000,20158492,4
3373,5029.0,Cameraperson,Not Rated,2017-01-27,102.0,86.0,7.4,35000000,19701164,13
3374,5030.0,Tower,TV-14,2017-02-03,82.0,92.0,7.9,50000000,19452138,52
3375,5031.0,Un tango más,Not Rated,2015-12-10,85.0,70.0,7.2,30000000,19316646,52
3376,5034.0,Other People,Unrated,2016-09-09,97.0,67.0,6.8,1000000,18494006,52
3377,5035.0,Morris from America,R,2016-08-19,91.0,75.0,6.2,11000000,18388357,1
3378,5036.0,Chaharshanbe-soori,Not Rated,2016-03-16,102.0,84.0,7.7,13000000,18007317,1
3379,5038.0,Author: The JT LeRoy Story,R,2016-07-29,110.0,72.0,7.1,12000000,17654912,52
3380,5041.0,A Cock and Bull Story,R,2006-01-20,94.0,80.0,6.7,35000000,17616641,52
3381,5042.0,A Street Cat Named Bob,Not Rated,2016-11-18,103.0,54.0,7.4,8000000,17550872,9
3382,5048.0,King Cobra,Not Rated,2016-10-21,91.0,48.0,5.6,3500000,17418667,7
3383,5049.0,Les cowboys,R,2015-11-25,104.0,67.0,6.7,25000000,16973715,5
3384,5055.0,Max Rose,Unrated,2016-09-02,83.0,38.0,6.3,18000000,16131410,15
3385,5057.0,Microbe et Gasoil,R,2015-07-08,105.0,75.0,6.7,900000,16098998,15
3386,5059.0,El rey del Once,Unrated,2016-02-11,82.0,66.0,5.8,12000000,15323921,15
3387,5060.0,Creative Control,R,2016-03-11,97.0,58.0,5.4,4000000,15179303,11
3388,5062.0,The Dark Horse,R,2014-11-20,124.0,77.0,7.5,5000000,14124286,39
3389,5063.0,Too Late,Not Rated,2016-04-01,107.0,54.0,6.7,11000000,13248209,33
3390,5065.0,Presenting Princess Shaw,Not Rated,2016-05-27,83.0,77.0,6.8,30000000,12050299,33
3391,5066.0,Command and Control,PG,2016-04-17,92.0,77.0,7.3,22000000,11330849,2
3392,5067.0,L'attesa,Not Rated,2016-04-29,100.0,58.0,6.6,30000000,10895295,2
3393,5068.0,Clown,R,2016-06-17,100.0,42.0,5.7,18000000,10501938,52
3394,5069.0,Mon roi,Unrated,2016-08-12,124.0,68.0,7.1,55000000,9489829,30
3395,5070.0,In a Valley of Violence,R,2016-10-21,104.0,64.0,6.0,11000000,9177065,2
3396,5072.0,High Strung,PG,2016-04-08,96.0,48.0,6.4,20000000,8888355,10
3397,5073.0,Mifune: The Last Samurai,Not Rated,2016-11-25,80.0,64.0,7.2,10000000,8840453,16
3398,5074.0,El club,Not Rated,2015-05-28,98.0,73.0,7.2,35000000,8323085,40
3399,5075.0,Quand on a 17 ans,Unrated,2016-03-30,116.0,83.0,7.2,3000000,8110621,40
3403,5081.0,Kraftidioten,R,2014-02-21,116.0,74.0,7.2,15000000,7597898,13
3404,5082.0,Fatima,PG-13,2020-08-28,113.0,50.0,6.6,40000000,7388654,1
3407,5085.0,Ma ma,R,2015-09-11,111.0,31.0,6.4,2500000,6852971,52
3408,5086.0,The Greasy Strangler,Unrated,2016-10-07,93.0,58.0,5.8,38600000,6594959,3
3415,5098.0,Spa Night,Unrated,2017-11-02,93.0,76.0,6.1,2000000,5132442,30
3417,5102.0,La belle saison,Not Rated,2015-08-19,105.0,72.0,6.7,3000000,4067398,3
3419,5104.0,Mr. Right,R,2016-04-08,95.0,52.0,6.4,1500000,3491669,12
3420,5106.0,Phantom Boy,PG,2016-07-15,84.0,66.0,6.6,18000000,3419967,25
3423,5109.0,Last Cab to Darwin,Not Rated,2016-06-10,123.0,70.0,7.2,26000000,3254172,14
3427,5113.0,"Rio, Eu Te Amo",R,2014-09-11,110.0,26.0,5.2,1250000,2850357,13
3428,5115.0,Being Charlie,R,2016-05-06,97.0,47.0,6.2,1700000,2507159,7
3429,5116.0,Desde allá,Unrated,2016-09-02,93.0,73.0,6.6,9000000,2450867,7
3431,5119.0,Troublemakers: The Story of Land Art,Not Rated,2016-01-08,72.0,65.0,6.6,3000000,2387730,8
3433,5123.0,Time to Choose,Not Rated,2016-06-03,100.0,75.0,7.2,950000,0,11
3435,5125.0,Valley of Love,Unrated,2015-06-17,91.0,59.0,6.0,6500000,2274649,16
3436,5126.0,Rabin: The Last Day,Not Rated,2015-11-05,153.0,66.0,6.1,3000000,707391,23
3441,5133.0,Anesthesia,R,2016-01-08,90.0,55.0,6.1,10000000,1930282,14
3443,5136.0,Jumanji: Welcome to the Jungle,PG-13,2017-12-20,119.0,58.0,6.9,12000000,1703125,4
3445,5138.0,Spider-Man: Homecoming,PG-13,2017-07-07,133.0,73.0,7.4,7000000,1632000,14
3457,5150.0,The Greatest Showman,PG,2017-12-20,105.0,48.0,7.6,8000000,1335672,1
3462,5155.0,Split,PG-13,2017-01-20,117.0,62.0,7.3,1500000,1165881,4
3469,5162.0,Daddy's Home 2,PG-13,2017-11-10,100.0,30.0,6.0,18000000,1034589,8
3477,5170.0,The Post,PG-13,2018-01-12,116.0,83.0,7.2,4800000,775849,4
3480,5174.0,Captain Underpants: The First Epic Movie,PG,2017-06-02,89.0,69.0,6.2,25000000,720828,4
3484,5178.0,The Lego Ninjago Movie,PG,2017-09-22,101.0,55.0,6.0,3450000,687185,3
3485,5179.0,Baywatch,R,2017-05-25,116.0,37.0,5.5,10000000,641439,3
3502,5196.0,The Big Sick,R,2017-07-14,120.0,86.0,7.5,5000000,391611,3
3516,5210.0,Kidnap,R,2017-08-04,95.0,44.0,5.9,500000,343706,12
3551,5249.0,The Founder,PG-13,2017-01-20,115.0,66.0,7.2,650000,171962,4
3586,5288.0,Table 19,PG-13,2017-03-03,87.0,40.0,5.8,50000000,102118,1
3654,5414.0,Cézanne et moi,R,2017-03-31,117.0,54.0,6.0,35000000,34531832,15
3684,5487.0,The Nile Hilton Incident,Unrated,2017-07-05,111.0,70.0,6.8,4500000,26345,2
3748,5619.0,Hotel Transylvania 3: Summer Vacation,PG,2018-07-13,97.0,54.0,6.3,58000000,350126372,4
3749,5620.0,Fantastic Beasts: The Crimes of Grindelwald,PG-13,2018-11-16,134.0,52.0,6.5,125000000,337135885,3
3750,5622.0,The Meg,PG-13,2018-08-10,113.0,46.0,5.6,170000000,333714112,4
3751,5624.0,Ready Player One,PG-13,2018-03-29,140.0,64.0,7.4,170000000,259746958,3
3752,5625.0,Bumblebee,PG-13,2018-12-21,114.0,66.0,6.7,60000000,257784718,6
3753,5626.0,The Nun,R,2018-09-07,96.0,46.0,5.3,250000000,255119788,1
3754,5627.0,Creed II,PG-13,2018-11-21,130.0,66.0,7.1,210000000,245439076,1
3755,5628.0,Peter Rabbit,PG,2018-02-09,95.0,51.0,6.6,180000000,241407328,5
3756,5629.0,The Mule,R,2018-12-14,116.0,58.0,7.0,200000000,233921534,4
3757,5630.0,The Equalizer 2,R,2018-07-20,121.0,50.0,6.7,165000000,222527828,1
3758,5631.0,Rampage,PG-13,2018-04-13,107.0,45.0,6.1,170000000,208545589,2
3759,5632.0,A Wrinkle in Time,PG,2018-03-09,109.0,53.0,4.2,200000000,202853933,4
3760,5633.0,Fifty Shades Freed,R,2018-02-09,105.0,31.0,4.5,125000000,136314294,2
3761,5634.0,Christopher Robin,PG,2018-08-03,104.0,60.0,7.3,50000000,191719337,8
3762,5635.0,Green Book,PG-13,2018-11-16,130.0,69.0,8.2,13500000,135265915,6
3763,5636.0,I Can Only Imagine,PG,2018-03-16,110.0,30.0,7.4,165000000,188017894,1
3764,5637.0,Smallfoot,PG,2018-09-28,96.0,60.0,6.6,145000000,177002924,3
3765,5638.0,Night School,PG-13,2018-09-28,111.0,43.0,5.6,61000000,167767189,2
3766,5639.0,The First Purge,R,2018-07-04,97.0,54.0,5.2,85000000,150947895,1
3767,5640.0,Game Night,R,2018-02-23,100.0,66.0,6.9,18000000,150086800,1
3768,5641.0,Book Club,PG-13,2018-05-18,104.0,53.0,6.1,25000000,134202565,4
3769,5642.0,The House with a Clock in Its Walls,PG,2018-09-21,105.0,57.0,6.1,130000000,131538435,1
3770,5643.0,Skyscraper,PG-13,2018-07-13,102.0,51.0,5.8,56200000,128002372,2
3771,5644.0,Insidious: The Last Key,PG-13,2018-01-05,103.0,49.0,5.7,40000000,126573960,2
3772,5645.0,Instant Family,PG-13,2018-11-16,118.0,57.0,7.3,12000000,124872350,2
3773,5646.0,Blockers,R,2018-04-06,102.0,69.0,6.2,65000000,115637895,3
3774,5647.0,Pacific Rim: Uprising,PG-13,2018-03-23,111.0,44.0,5.6,127000000,113746621,2
3775,5648.0,Tomb Raider,PG-13,2018-03-16,119.0,48.0,6.3,145000000,111506430,2
3776,5649.0,Maze Runner: The Death Cure,PG-13,2018-01-26,143.0,50.0,6.3,110000000,106580051,5
3777,5651.0,Tag,R,2018-06-15,100.0,56.0,6.5,34000000,102427862,5
3778,5652.0,A Simple Favor,R,2018-09-14,117.0,67.0,6.8,55000000,101530738,1
3779,5653.0,Life of the Party,PG-13,2018-05-11,105.0,46.0,5.6,130000000,101200044,3
3780,5654.0,The Predator,R,2018-09-14,107.0,48.0,5.3,178000000,100206256,2
3781,5656.0,Sicario: Day of the Soldado,R,2018-06-29,122.0,61.0,7.1,50000000,91742160,5
3783,5658.0,I Feel Pretty,PG-13,2018-04-20,110.0,48.0,5.6,15000000,91125143,4
3784,5659.0,Vice,R,2018-12-25,132.0,61.0,7.2,40000000,86208010,4
3786,5661.0,Breaking In,PG-13,2018-05-11,88.0,42.0,5.5,80000000,85817906,4
3787,5662.0,Goosebumps 2: Haunted Halloween,PG,2018-10-12,90.0,53.0,5.6,20000000,84525432,5
3788,5663.0,12 Strong,R,2018-01-19,130.0,54.0,6.6,6500000,84273813,2
3790,5665.0,First Man,PG-13,2018-10-12,141.0,84.0,7.3,132000000,83350911,2
3792,5667.0,Acrimony,R,2018-03-30,120.0,32.0,5.8,70000000,78031620,1
3794,5669.0,Uncle Drew,PG-13,2018-06-29,103.0,57.0,5.8,9000000,71562550,3
3796,5672.0,Paddington 2,PG,2018-01-12,103.0,88.0,7.8,24000000,65028687,9
3797,5673.0,"Love, Simon",PG-13,2018-03-16,110.0,72.0,7.6,140000000,65014513,2
3798,5674.0,Second Act,PG-13,2018-12-21,103.0,46.0,5.8,30000000,64251538,2
3800,5676.0,The 15:17 to Paris,PG-13,2018-02-09,94.0,45.0,5.3,22000000,59700064,2
3801,5677.0,Mile 22,R,2018-08-17,94.0,38.0,6.1,31000000,59076019,1
3803,5680.0,The Favourite,R,2018-12-21,119.0,91.0,7.5,70000000,55991880,5
3804,5681.0,Death Wish,R,2018-03-02,107.0,31.0,6.3,40000000,54445357,1
3805,5682.0,The Spy Who Dumped Me,R,2018-08-03,117.0,52.0,6.1,22000000,54235441,1
3806,5683.0,Annihilation,R,2018-02-23,115.0,79.0,6.8,13200000,52543632,2
3807,5684.0,Isle of Dogs,PG-13,2018-04-13,101.0,82.0,7.9,55000000,51178893,4
3808,5686.0,Adrift,PG-13,2018-06-01,96.0,56.0,6.6,5000000,50856010,4
3809,5687.0,Robin Hood,PG-13,2010-05-14,140.0,53.0,6.6,60000000,50837305,4
3810,5688.0,Super Troopers 2,R,2018-04-20,99.0,41.0,6.1,60000000,50577412,1
3811,5689.0,Sherlock Holmes: A Game of Shadows,PG-13,2011-12-16,129.0,48.0,7.5,11000000,50474843,0
3812,5690.0,Slender Man,PG-13,2018-08-10,93.0,30.0,3.2,50000000,50151543,2
3813,5691.0,Teen Titans Go! To the Movies,PG,2018-07-27,84.0,69.0,6.8,13000000,48637684,2
3814,5692.0,The Hate U Give,PG-13,2018-10-19,133.0,81.0,7.5,50000000,47602194,8
3815,5693.0,Searching,PG-13,2018-08-31,102.0,71.0,7.6,50000000,47119388,2
3816,5694.0,Winchester,PG-13,2018-02-02,99.0,28.0,5.5,40000000,47047013,3
3817,5695.0,On the Basis of Sex,PG-13,2019-01-11,120.0,59.0,7.1,45000000,46290741,4
3818,5696.0,The Strangers: Prey at Night,R,2018-03-09,85.0,48.0,5.2,25000000,45090374,3
3819,5697.0,White Boy Rick,R,2018-09-14,111.0,59.0,6.5,13000000,44137712,1
3820,5698.0,Overlord,R,2018-11-09,110.0,60.0,6.6,66000000,43568507,3
3821,5699.0,Proud Mary,R,2018-01-12,89.0,35.0,5.0,30000000,43037835,3
3823,5701.0,Superfly,R,2018-06-13,116.0,52.0,5.2,18000000,42340598,2
3824,5702.0,They Shall Not Grow Old,R,2019-02-01,99.0,91.0,8.3,36000000,42024533,6
3825,5703.0,Bad Times at the El Royale,R,2018-10-12,141.0,60.0,7.1,100000000,39322544,1
3826,5704.0,Show Dogs,Unrated,2018-05-18,92.0,31.0,3.8,13000000,38934842,1
3827,5705.0,Operation Finale,PG-13,2018-08-29,122.0,58.0,6.6,40000000,38543473,1
3828,5706.0,"Paul, Apostle of Christ",PG-13,2018-03-23,108.0,52.0,6.7,15000000,37880356,1
3830,5710.0,Mary Queen of Scots,R,2018-12-21,124.0,60.0,6.3,15000000,35893537,5
3832,5712.0,Mortal Engines,PG-13,2018-12-14,128.0,44.0,6.1,3000000,51773,4
3833,5713.0,Hunter Killer,R,2018-10-26,121.0,43.0,6.6,5000000,32462372,1
3834,5714.0,If Beale Street Could Talk,R,2018-12-25,119.0,87.0,7.1,8500000,32381218,4
3836,5716.0,The Girl in the Spider's Web,R,2018-11-09,115.0,43.0,6.1,28000000,30697999,2
3837,5718.0,Eighth Grade,R,2018-08-03,93.0,89.0,7.4,30000000,30577122,4
3838,5719.0,The Darkest Minds,PG-13,2018-08-03,104.0,39.0,5.7,30000000,30569935,1
3839,5720.0,Three Identical Strangers,PG-13,2018-11-30,96.0,81.0,7.6,15000000,30127963,15
3840,5721.0,Upgrade,R,2018-06-01,100.0,67.0,7.5,25000000,28842237,1
3841,5723.0,Hell Fest,R,2018-09-28,89.0,26.0,5.5,5000000,27695246,1
3842,5724.0,Welcome to Marwen,PG-13,2018-12-21,116.0,40.0,6.2,26000000,26766213,1
3843,5725.0,The Miracle Season,PG,2018-04-06,101.0,44.0,6.5,8000000,26068955,1
3844,5726.0,The Wife,R,2018-09-28,99.0,77.0,7.2,28000000,26017685,52
3845,5727.0,Midnight Sun,PG-13,2018-03-23,91.0,38.0,6.6,23000000,25568251,6
3846,5728.0,Tully,R,2018-05-04,95.0,75.0,7.0,4000000,25379975,3
3847,5729.0,Traffik,R,2018-04-20,96.0,37.0,6.0,12000000,25317379,1
3848,5730.0,Unfriended: Dark Web,R,2018-07-20,92.0,53.0,6.0,15000000,25018119,4
