movie_id,title,movie_rating,release_date,runtime,metascore,imdb_rating
1718,Nanjing! Nanjing!,R,2009-04-22,133,85.0,7.7
1723,Katyn,Not Rated,2007-09-21,121,81.0,7.0
1724,Avaze gonjeshk-ha,PG,2008-10-01,96,74.0,7.9
1726,Gentlemen Broncos,PG-13,2010-05-27,90,28.0,6.2
1727,Ballerina,PG,2017-08-25,89,48.0,6.8
1731,Medicine for Melancholy,Not Rated,2008-03-07,88,63.0,6.7
1732,Irene in Time,PG-13,2009-06-19,95,39.0,4.8
1734,Bronson,R,2009-03-13,92,71.0,7.1
1735,Alien Trespass,PG,2009-01-01,90,48.0,5.7
1736,Kirschblüten - Hanami,Unrated,2008-03-06,127,62.0,7.6
1737,Gigantic,R,2009-06-19,98,38.0,6.0
1738,Visual Acoustics,Unrated,2009-10-09,83,67.0,7.4
1739,Ong Bak 2,R,2008-12-04,98,47.0,6.2
1741,The House of the Devil,R,2009-04-25,95,73.0,6.4
1742,La mujer sin cabeza,Unrated,2008-08-21,87,81.0,6.6
1748,Wolke 9,R,2008-09-04,98,64.0,6.7
1749,Mystery Team,R,2009-01-17,97,42.0,6.7
1750,The Mysteries of Pittsburgh,R,2008-01-20,95,38.0,5.4
1751,Sleep Dealer,PG-13,2008-12-10,90,59.0,6.0
1755,Phoebe in Wonderland,PG-13,2010-04-02,96,56.0,7.1
1756,Disgrace,R,2009-06-18,119,71.0,6.5
1757,White on Rice,PG-13,2009-03-17,83,45.0,6.2
1759,Serbis,R,2008-06-25,87,76.0,6.1
1761,Skills Like This,Not Rated,2009-03-20,88,44.0,6.1
1762,Stellet Licht,Not Rated,2007-10-12,136,79.0,7.2
1763,Jerichow,Unrated,2009-01-08,93,71.0,7.0
1767,Collapse,Unrated,2011-03-17,82,71.0,7.7
1771,Somers Town,Not Rated,2009-07-15,71,77.0,6.9
1773,Not Forgotten,R,2009-09-11,96,48.0,4.8
1774,Trucker,R,2008-04-24,90,61.0,6.6
1775,$9.99,R,2009-09-17,78,68.0,6.7
1780,Love N' Dancing,PG-13,2011-01-06,91,43.0,5.4
1781,Død snø,Not Rated,2009-01-09,91,61.0,6.3
1782,American Casino,Unrated,2009-05-02,89,60.0,7.7
1783,Casi divas,PG-13,2008-04-11,107,55.0,6.2
1784,Beeswax,Not Rated,2009-03-14,100,69.0,6.0
1788,We Live in Public,Unrated,2010-09-03,91,69.0,7.2
1789,The Slammin' Salmon,R,2009-01-17,99,40.0,6.4
1794,Oh My God,Not Rated,2010-08-20,93,30.0,6.1
1795,Uncertainty,Not Rated,2012-08-04,101,45.0,5.8
1797,The Cake Eaters,R,2009-03-13,86,60.0,6.3
1799,Brief Interviews with Hideous Men,Not Rated,2009-01-19,80,44.0,5.5
1802,Beyond a Reasonable Doubt,PG-13,2009-07-10,106,35.0,5.9
1803,Of Time and the City,Not Rated,2008-10-31,74,81.0,7.2
1806,American Swing,Not Rated,2009-10-17,81,59.0,6.1
1807,Teza,Not Rated,2010-04-28,140,78.0,7.1
1810,Sita Sings the Blues,Not Rated,2009-08-12,82,93.0,7.6
1813,Surveillance,R,2008-07-31,97,31.0,6.3
1820,Serious Moonlight,R,2009-12-04,81,36.0,5.4
1821,Gotta Dance,Not Rated,2008-04-26,93,67.0,7.6
1823,Death in Love,R,2009-07-17,97,39.0,4.8
1828,Weather Girl,R,2009-07-10,92,47.0,5.8
1831,The Open Road,PG-13,2009-08-28,90,47.0,5.5
1832,Donkey Punch,R,2008-07-18,99,43.0,5.1
1835,Women in Trouble,R,2011-07-28,92,43.0,5.7
1838,Dare,R,2011-05-05,92,54.0,5.8
1839,The Missing Person,Not Rated,2009-12-03,95,57.0,6.1
1843,Tennessee,R,2008-04-26,99,42.0,5.4
1844,Home,PG,2015-03-27,94,55.0,6.6
1845,Five Minutes of Heaven,R,2009-02-27,89,62.0,6.6
1846,Home,PG,2015-03-27,94,55.0,6.6
1847,St. Trinian's,PG-13,2007-12-21,97,39.0,5.8
1853,The Escapist,Not Rated,2008-06-20,102,56.0,6.7
1860,Chelsea on the Rocks,R,2011-03-10,89,57.0,6.0
1862,Peter and Vandy,Not Rated,2009-01-19,95,44.0,6.3
1863,Caos calmo,Not Rated,2009-06-26,105,51.0,6.8
1864,Taxidermia,Not Rated,2006-08-23,91,83.0,6.9
1865,Mine,Not Rated,2017-04-07,106,40.0,5.9
1866,I Hate Valentine's Day,PG-13,2009-04-24,98,17.0,4.7
1871,Oblivion,PG-13,2013-04-19,124,54.0,7.0
1872,Fix,R,2008-04-01,93,31.0,6.2
1874,Mammoth,Not Rated,2009-01-23,125,51.0,6.8
1877,Toy Story 3,G,2010-06-18,103,92.0,8.2
1878,Alice in Wonderland,PG,2010-03-05,108,53.0,6.4
1879,Iron Man 2,PG-13,2010-05-07,124,57.0,7.0
1880,The Twilight Saga: Eclipse,PG-13,2010-06-30,124,58.0,5.0
1881,Inception,PG-13,2010-07-16,148,74.0,8.8
1882,Despicable Me,PG,2010-07-09,95,72.0,7.6
1883,Shrek Forever After,PG,2010-05-21,93,58.0,6.3
1884,How to Train Your Dragon,PG,2010-03-26,98,75.0,8.1
1885,Tangled,PG,2010-11-24,100,71.0,7.7
1888,True Grit,PG-13,2010-12-22,110,80.0,7.6
1889,Clash of the Titans,PG-13,2010-04-02,106,39.0,5.8
1890,Grown Ups,PG-13,2010-06-25,102,30.0,6.0
1891,Little Fockers,PG-13,2010-12-22,98,27.0,5.5
1892,Megamind,PG,2010-11-05,95,63.0,7.2
1893,The King's Speech,R,2010-12-25,118,88.0,8.0
1894,The Last Airbender,PG,2010-07-01,103,20.0,4.0
1895,Shutter Island,R,2010-02-19,138,63.0,8.2
1896,The Other Guys,PG-13,2010-08-06,107,64.0,6.7
1897,Salt,PG-13,2010-07-23,100,65.0,6.4
1898,Jackass 3D,R,2010-10-15,94,56.0,7.0
1899,Valentine's Day,PG-13,2010-02-12,125,34.0,5.7
1900,Black Swan,R,2010-12-17,108,79.0,8.0
1901,Robin Hood,PG-13,2010-05-14,140,53.0,6.6
1902,The Expendables,R,2010-08-13,103,45.0,6.5
1903,Due Date,R,2010-11-05,95,51.0,6.5
1904,Yogi Bear,PG,2010-12-17,80,35.0,4.6
1905,Date Night,PG-13,2010-04-09,88,56.0,6.3
1906,The Social Network,PG-13,2010-10-01,120,95.0,7.7
1907,Sex and the City 2,R,2010-05-27,146,27.0,4.5
1908,The Book of Eli,R,2010-01-15,118,53.0,6.9
1909,The Fighter,R,2010-12-17,116,79.0,7.8
1910,The Town,R,2010-09-17,125,74.0,7.5
1911,RED,PG-13,2010-10-15,111,60.0,7.0
1913,Paranormal Activity 2,R,2010-10-22,91,53.0,5.6
1914,Unstoppable,PG-13,2010-11-12,98,69.0,6.8
1915,Eat Pray Love,PG-13,2010-08-13,133,50.0,5.8
1916,Dear John,PG-13,2010-02-05,108,43.0,6.3
1917,The A-Team,PG-13,2010-06-11,117,47.0,6.7
1918,Knight and Day,PG-13,2010-06-23,109,46.0,6.3
1919,Dinner for Schmucks,PG-13,2010-07-30,114,56.0,5.9
1920,The Tourist,PG-13,2010-12-10,103,37.0,6.0
1921,The Bounty Hunter,PG-13,2010-03-19,110,22.0,5.6
1922,Diary of a Wimpy Kid,PG,2010-03-19,120,56.0,6.2
1923,The Sorcerer's Apprentice,PG,2010-07-14,109,46.0,6.1
1925,The Last Song,PG,2010-03-31,107,33.0,6.0
1926,The Wolfman,R,2010-02-12,103,43.0,5.8
1927,Get Him to the Greek,R,2010-06-04,109,65.0,6.3
1928,Resident Evil: Afterlife,R,2010-09-10,96,37.0,5.8
1929,Why Did I Get Married Too?,PG-13,2010-04-02,121,43.0,4.7
1930,Tooth Fairy,PG,2010-01-22,101,36.0,5.0
1931,Secretariat,PG,2010-10-08,123,61.0,7.2
1932,Easy A,PG-13,2010-09-17,92,72.0,7.0
1933,Takers,PG-13,2010-08-27,107,45.0,6.2
1934,Legend of the Guardians: The Owls of Ga'Hoole,PG,2010-09-24,97,53.0,6.9
1935,Life as We Know It,PG-13,2010-10-08,114,39.0,6.5
1936,Letters to Juliet,PG,2010-05-14,105,50.0,6.5
1937,Hubble 3D,G,2010-03-19,45,79.0,7.7
1938,Predators,R,2010-07-09,107,51.0,6.4
1940,Kick-Ass,R,2010-04-16,117,66.0,7.6
1941,Killers,PG-13,2010-06-04,100,21.0,5.5
1942,Saw 3D,R,2010-10-29,90,24.0,5.6
1943,Cop Out,R,2010-02-26,107,31.0,5.6
1944,Cats,PG,2019-12-20,110,32.0,2.7
1945,Edge of Darkness,R,2010-01-29,117,55.0,6.6
1946,Gulliver's Travels,PG,2010-12-25,85,33.0,4.9
1947,Death at a Funeral,R,2007-09-07,90,67.0,7.4
1948,Step Up 3D,PG-13,2010-08-06,107,45.0,6.2
1949,The Last Exorcism,PG-13,2010-08-27,87,63.0,5.7
1950,Legion,R,2010-01-22,100,32.0,5.3
1951,Burlesque,PG-13,2010-11-24,119,47.0,6.4
1952,The Crazies,R,2010-02-26,101,56.0,6.5
1953,For Colored Girls,R,2010-11-05,133,50.0,6.1
1954,The Back-up Plan,PG-13,2010-04-23,104,34.0,5.4
1955,Vampires Suck,PG-13,2010-08-18,82,18.0,3.4
1956,The American,R,2010-09-01,105,61.0,6.3
1957,Green Zone,R,2010-03-12,115,63.0,6.8
1958,Devil,PG-13,2010-09-17,80,44.0,6.2
1959,Marmaduke,PG,2010-06-04,87,30.0,4.3
1960,Scott Pilgrim vs. the World,PG-13,2010-08-13,112,69.0,7.5
1961,Hereafter,PG-13,2010-10-22,129,56.0,6.4
1962,When in Rome,PG-13,2010-01-29,91,25.0,5.6
1963,She's Out of My League,R,2010-03-12,104,46.0,6.4
1964,Charlie St. Cloud,PG-13,2010-07-30,99,37.0,6.4
1965,Morning Glory,PG-13,2010-11-10,107,57.0,6.5
1967,Daybreakers,R,2010-01-08,98,57.0,6.4
1968,Nanny McPhee and the Big Bang,PG,2010-08-20,109,52.0,6.1
1969,The Switch,PG-13,2010-08-20,101,52.0,6.1
1970,Brooklyn's Finest,R,2010-03-05,132,43.0,6.7
1971,Machete,R,2010-09-03,105,60.0,6.6
1972,Ramona and Beezus,G,2010-07-23,103,56.0,6.5
1973,Leap Year,PG,2010-01-08,100,33.0,6.5
1974,You Again,PG,2010-09-24,105,28.0,5.8
1975,Piranha 3D,R,2010-08-20,88,53.0,5.4
1976,Lottery Ticket,PG-13,2010-08-20,99,50.0,5.1
1977,The Spy Next Door,PG,2010-01-15,94,27.0,5.5
1978,From Paris with Love,R,2010-02-05,92,42.0,6.4
1979,The Losers,PG-13,2010-04-23,97,44.0,6.3
1980,Faster,R,2010-11-24,98,44.0,6.4
1981,Just Wright,PG,2010-05-14,100,51.0,5.9
1982,Skyline,PG-13,2010-11-12,92,26.0,4.4
1983,The Next Three Days,PG-13,2010-11-19,133,52.0,7.3
1984,The Kids Are All Right,R,2010-07-30,106,86.0,7.0
1985,Our Family Wedding,PG-13,2010-03-12,103,38.0,5.1
1986,Country Strong,PG-13,2011-01-07,117,45.0,6.3
1988,Remember Me,PG-13,2010-03-12,113,40.0,7.1
1989,127 Hours,R,2011-01-28,94,82.0,7.5
1990,Going the Distance,R,2010-09-03,102,51.0,6.3
1991,Furry Vengeance,PG,2010-04-30,92,23.0,3.8
1992,Splice,R,2010-06-04,104,66.0,5.7
1993,The Ghost Writer,PG-13,2010-03-19,128,77.0,7.2
1994,Youth in Revolt,R,2010-01-08,90,63.0,6.4
1995,My Soul to Take,R,2010-10-08,107,25.0,4.8
1996,Repo Men,R,2010-03-19,111,32.0,6.3
1997,Case 39,R,2010-10-01,109,25.0,6.2
1998,Extraordinary Measures,PG,2010-01-22,106,45.0,6.4
1999,Let Me In,R,2010-10-01,116,79.0,7.1
2000,Jonah Hex,PG-13,2010-06-18,81,33.0,4.7
2001,Blue Valentine,R,2011-01-28,112,81.0,7.3
2002,Fair Game,PG-13,2010-12-03,108,69.0,6.8
2003,Get Low,PG-13,2010-08-27,103,77.0,7.0
2004,MacGruber,R,2010-05-21,90,43.0,5.5
2005,Cyrus,R,2010-07-16,91,74.0,6.3
2007,Incendies,R,2011-01-12,131,80.0,8.3
2008,Conviction,R,2010-11-05,107,61.0,7.2
2009,City Island,PG-13,2010-04-30,104,66.0,7.4
2010,The Last Station,R,2010-02-26,112,76.0,7.0
2011,Winter's Bone,R,2010-07-16,100,90.0,7.2
2012,Waiting for 'Superman',PG,2010-10-29,111,81.0,7.5
2013,El secreto de sus ojos,R,2010-05-21,129,80.0,8.2
2014,It's Kind of a Funny Story,PG-13,2010-10-08,101,63.0,7.1
2016,The Warrior's Way,R,2010-12-03,100,45.0,6.3
2017,Luftslottet som sprängdes,R,2010-11-12,147,60.0,7.3
2018,The Wildest Dream,PG,2010-08-06,94,57.0,7.3
2019,Mao's Last Dancer,PG,2010-10-01,117,55.0,7.3
2020,Solitary Man,R,2010-06-25,90,69.0,6.3
2021,Inside Job,PG-13,2010-11-12,109,88.0,8.2
2022,Greenberg,R,2010-03-26,107,76.0,6.1
2023,My Name Is Khan,PG-13,2010-02-12,165,50.0,8.0
2024,Please Give,R,2010-06-18,87,78.0,6.6
2025,To Save a Life,PG-13,2010-11-11,120,19.0,6.9
2026,The Runaways,R,2010-04-08,106,65.0,6.5
2028,You Will Meet a Tall Dark Stranger,R,2010-10-22,98,51.0,6.3
2030,Another Year,PG-13,2011-02-04,129,80.0,7.4
2031,Chloe,R,2010-03-10,96,48.0,6.3
2032,Joan Rivers: A Piece of Work,R,2010-07-02,84,79.0,7.4
2033,Letters to God,PG,2010-04-09,110,31.0,6.3
2035,Never Let Me Go,R,2010-10-15,103,69.0,7.1
2037,L'illusionniste,PG,2011-02-11,80,82.0,7.5
2038,Rabbit Hole,PG-13,2011-01-28,91,76.0,7.0
2039,Un prophète,R,2010-03-26,155,90.0,7.9
2040,Casino Jack,R,2011-01-07,108,51.0,6.2
2041,I Love You Phillip Morris,R,2011-01-07,98,65.0,6.6
2042,Harry Brown,R,2010-05-14,103,55.0,7.2
2044,Somewhere,R,2011-01-21,97,67.0,6.3
2045,Flipped,PG,2010-09-10,90,45.0,7.7
2046,Kites,Not Rated,2010-05-21,123,62.0,6.1
2047,Cairo Time,PG,2009-10-16,90,67.0,6.6
2048,The Joneses,R,2010-04-23,96,55.0,6.4
2049,Nowhere Boy,R,2009-12-25,98,67.0,7.1
2055,Mother and Child,R,2010-07-02,125,64.0,7.2
2056,Made in Dagenham,R,2010-09-20,113,65.0,7.2
2057,The Perfect Game,PG,2010-04-16,118,42.0,6.9
2059,La Mission,R,2009-01-19,117,47.0,7.0
2060,Buried,R,2010-10-15,95,65.0,7.0
2061,Animal Kingdom,R,2010-06-03,113,83.0,7.3
2063,Le concert,PG-13,2009-11-04,119,60.0,7.5
2067,Le hérisson,Unrated,2009-07-03,100,64.0,7.4
2070,Peepli [Live],Not Rated,2010-08-13,95,69.0,7.4
2074,The Secret of Kells,Not Rated,2016-06-22,75,81.0,7.6
2077,The Virginity Hit,R,2010-09-24,86,40.0,4.6
2078,Ajami,Not Rated,2009-09-17,124,82.0,7.3
2079,Agora,R,2009-10-09,127,55.0,7.2
2082,Racing Dreams,PG,2010-05-21,93,78.0,7.0
2083,All Good Things,R,2010-12-03,101,57.0,6.3
2084,Les amours imaginaires,Not Rated,2010-09-29,101,70.0,7.1
2085,Tamara Drewe,R,2010-09-10,107,64.0,6.2
2086,L'instinct de mort,R,2008-10-22,113,71.0,7.5
2087,Madeo,R,2009-05-28,129,79.0,7.8
2088,Ondine,PG-13,2010-03-05,111,65.0,6.8
2089,The Art of the Steal,R,2014-06-20,90,53.0,6.3
2090,Jack Goes Boating,R,2010-12-29,89,64.0,6.4
2096,The City of Your Final Destination,PG-13,2010-06-24,117,52.0,6.3
2099,The Extra Man,R,2011-01-27,108,56.0,5.8
2100,The Trotsky,Not Rated,2010-05-05,120,59.0,6.8
2105,I'm Still Here,R,2010-09-16,108,48.0,6.2
2106,The Square,R,2017-08-25,151,73.0,7.2
2108,Tiny Furniture,Not Rated,2012-03-30,98,72.0,6.2
2110,Fish Tank,Not Rated,2009-09-11,123,81.0,7.3
2111,Lebanon,R,2009-10-15,93,85.0,6.9
2113,Creation,PG-13,2009-09-25,108,51.0,6.7
2114,Enter the Void,Not Rated,2010-05-05,161,69.0,7.3
2116,The Yellow Handkerchief,PG-13,2009-11-19,102,62.0,6.7
2117,Today's Special,R,2009-11-11,99,57.0,6.6
2120,Holy Rollers,R,2010-12-23,89,51.0,5.9
2126,Life During Wartime,R,2010-04-16,98,69.0,6.4
2127,The Tempest,PG-13,2011-01-07,110,43.0,5.4
2129,L'ennemi public n°1,R,2008-11-19,133,72.0,7.5
2130,Countdown to Zero,PG,2010-07-30,91,70.0,6.9
2132,Jean-Michel Basquiat: The Radiant Child,Not Rated,2011-04-12,88,74.0,7.8
2134,My Dog Tulip,Not Rated,2011-05-06,83,80.0,6.8
2135,Frozen,PG,2013-11-27,102,75.0,7.4
2139,Formosa Betrayed,R,2010-02-26,103,52.0,6.1
2140,The Killer Inside Me,R,2010-06-08,109,53.0,6.1
2149,Legendary,PG-13,2010-09-09,107,39.0,6.2
2150,South of the Border,Not Rated,2010-06-03,78,45.0,7.0
2151,The Nutcracker in 3D,PG,2011-12-08,110,18.0,4.2
2152,San qiang pai an jing qi,R,2009-12-11,95,57.0,5.6
2153,Client 9: The Rise and Fall of Eliot Spitzer,R,2011-03-04,117,68.0,7.4
2156,Twelve,R,2010-08-06,93,22.0,5.6
2158,The Human Centipede (First Sequence),R,2010-04-28,92,33.0,4.4
2159,Winnebago Man,Not Rated,2009-03-14,85,71.0,7.2
2160,Queen of the Lot,R,2010-11-19,120,42.0,5.3
2161,Casino Jack and the United States of Money,R,2010-01-01,118,68.0,7.1
2162,Frygtelig lykkelig,Unrated,2008-10-24,99,74.0,6.8
2165,The Disappearance of Alice Creed,R,2010-04-30,100,65.0,6.7
2169,Welcome to the Rileys,R,2011-11-18,110,50.0,7.0
2170,Red Riding: The Year of Our Lord 1983,Not Rated,2009-11-11,100,77.0,7.2
2175,Le père de mes enfants,Not Rated,2009-12-16,110,76.0,6.7
2177,Love Ranch,R,2011-01-06,117,37.0,5.6
2180,Tau ming chong,R,2007-12-12,126,70.0,7.0
2181,Joheunnom nabbeunnom isanghannom,R,2008-07-17,130,69.0,7.3
2183,"Lovely, Still",PG,2010-03-27,92,57.0,7.1
2184,Centurion,R,2010-07-30,97,62.0,6.3
2185,The Big Uneasy,Not Rated,2010-08-30,98,54.0,7.3
2186,The Greatest,R,2009-11-05,99,45.0,6.6
2187,Breaking Upwards,TV-MA,2009-03-14,88,56.0,6.1
2188,Bran Nue Dae,PG-13,2010-01-14,85,54.0,6.2
2191,Touching Home,PG-13,2010-04-29,108,52.0,5.8
2192,Kynodontas,Not Rated,2009-11-11,97,73.0,7.2
2193,Best Worst Movie,Not Rated,2009-03-14,93,61.0,7.3
2194,Blood Done Sign My Name,PG-13,2010-02-19,128,49.0,6.6
2195,Wild Target,PG-13,2010-06-18,98,41.0,6.8
2197,After.Life,R,2009-12-16,104,36.0,5.9
2198,Bellamy,Not Rated,2009-02-25,110,71.0,5.9
2201,Alle Anderen,Unrated,2009-06-18,119,71.0,6.6
2202,Freakonomics,PG-13,2010-09-03,85,58.0,6.4
2204,The Good Guy,R,2010-02-19,90,47.0,5.8
2205,8: The Mormon Proposition,R,2010-01-24,80,55.0,7.0
2206,Bhutto,Unrated,2010-11-01,111,68.0,7.7
2208,I Spit on Your Grave,R,2011-01-20,108,27.0,6.3
2211,Crazy on the Outside,PG-13,2010-01-08,96,21.0,5.5
2214,Kisses,Not Rated,2008-11-21,72,68.0,7.3
2215,Waking Sleeping Beauty,PG,2010-10-06,86,70.0,7.6
2216,Samâ uôzu,PG,2009-08-01,114,63.0,7.5
2220,La siciliana ribelle,Not Rated,2010-08-04,115,48.0,6.9
2221,Leaves of Grass,R,2010-09-17,105,58.0,6.4
2231,Cool It,PG,2011-06-01,87,61.0,6.9
2232,Hatchet II,R,2010-11-01,85,49.0,5.5
2233,Alamar,G,2010-07-14,73,77.0,7.3
2235,Looking for Eric,Not Rated,2009-05-27,116,66.0,7.2
2240,O Estranho Caso de Angélica,Unrated,2011-03-16,97,75.0,6.3
2241,Le code a changé,Not Rated,2010-08-27,100,59.0,5.8
2244,Defendor,R,2010-05-13,101,57.0,6.8
2247,The Oath,R,2018-10-19,93,58.0,5.5
2253,L'armée du crime,Not Rated,2010-08-20,139,76.0,6.7
2254,Banlieue 13: Ultimatum,R,2009-02-18,101,64.0,6.5
2256,Le refuge,Unrated,2010-09-10,88,61.0,6.4
2258,Barbe bleue,Not Rated,2010-04-01,80,73.0,6.3
2259,36 vues du Pic Saint Loup,Not Rated,2009-09-08,84,63.0,6.1
2261,Spoken Word,TV-PG,2009-03-01,116,56.0,6.5
2262,Videocracy,Not Rated,2009-08-28,85,60.0,6.5
2263,In My Sleep,PG-13,2010-04-23,104,33.0,5.5
2266,Valhalla Rising,Not Rated,2010-03-31,93,61.0,6.1
2269,Lbs.,Not Rated,2010-03-26,99,63.0,6.9
2272,Deux de la Vague,Not Rated,2010-05-19,91,59.0,6.7
2278,The Exploding Girl,Unrated,2010-05-06,79,69.0,6.2
2280,Behind the Burly Q,Not Rated,2010-04-23,97,60.0,6.7
2283,Handsome Harry,R,2010-12-06,94,59.0,6.1
2285,Happy Tears,R,2009-10-16,92,35.0,5.2
2287,"Hugh Hefner: Playboy, Activist and Rebel",R,2010-06-05,124,55.0,7.0
2288,Trash Humpers,Not Rated,2011-04-14,78,33.0,5.1
2289,Toe to Toe,Not Rated,2010-02-26,104,62.0,5.3
2292,The Good Heart,R,2010-03-17,99,40.0,6.9
2294,Prince of Broadway,Not Rated,2010-09-03,100,57.0,6.8
2303,Great Directors,Not Rated,2010-09-30,90,49.0,6.5
2304,Bitch Slap,R,2009-11-06,109,19.0,4.5
2307,American Radical: The Trials of Norman Finkelstein,Not Rated,2010-02-11,84,71.0,7.9
2308,Paper Man,R,2014-05-01,110,37.0,6.6
2311,Don McKay,R,2009-04-24,87,50.0,5.8
2315,The Living Wake,PG-13,2007-06-08,91,37.0,6.3
2319,The Dry Land,R,2010-01-24,92,47.0,5.6
2320,White Wedding,PG-13,2009-04-29,93,60.0,5.9
2321,Milh Hadha al-Bahr,Unrated,2008-09-03,109,43.0,6.8
2323,The Taqwacores,Not Rated,2010-10-22,83,42.0,6.0
2324,Cherry,R,2021-03-12,142,44.0,6.6
2325,Children of Invention,Not Rated,2009-01-18,86,67.0,6.4
2330,Cosa voglio di più,Unrated,2010-12-03,126,61.0,6.0
2332,Down Terrace,R,2010-10-15,89,68.0,6.5
2333,Lourdes,Not Rated,2010-02-17,96,71.0,6.9
2334,Wonderful World,R,2009-04-27,89,48.0,6.1
2335,Broderskab,R,2010-08-06,97,68.0,7.0
2337,The Freebie,R,2010-09-17,78,54.0,5.1
2338,Stolen,R,2012-09-06,96,43.0,5.5
2342,Transformers: Dark of the Moon,PG-13,2011-06-29,154,42.0,6.2
2343,The Twilight Saga: Breaking Dawn - Part 1,PG-13,2011-11-18,117,45.0,4.9
2344,The Hangover Part II,R,2011-05-26,102,44.0,6.5
2345,Pirates of the Caribbean: On Stranger Tides,PG-13,2011-05-20,136,45.0,6.6
2346,Fast Five,PG-13,2011-04-29,130,66.0,7.3
2347,Mission: Impossible - Ghost Protocol,PG-13,2011-12-21,132,73.0,7.4
2348,Cars 2,G,2011-06-24,106,57.0,6.1
2349,Sherlock Holmes: A Game of Shadows,PG-13,2011-12-16,129,48.0,7.5
2350,Thor,PG-13,2011-05-06,115,57.0,7.0
2351,Rise of the Planet of the Apes,PG-13,2011-08-05,105,68.0,7.5
2352,Captain America: The First Avenger,PG-13,2011-07-22,124,66.0,6.9
2353,The Help,PG-13,2011-08-10,146,62.0,8.0
2354,Bridesmaids,R,2011-05-13,125,75.0,6.8
2355,Kung Fu Panda 2,PG,2011-05-26,90,67.0,7.2
2356,Puss in Boots,PG,2011-10-28,90,65.0,6.6
2358,Rio,PG,2011-04-15,96,63.0,6.9
2359,The Smurfs,PG,2011-07-29,103,30.0,5.4
2360,Alvin and the Chipmunks: Chipwrecked,G,2011-12-16,87,24.0,4.3
2361,Super 8,PG-13,2011-06-10,112,72.0,7.0
2362,Rango,PG,2011-03-04,107,75.0,7.2
2363,Horrible Bosses,R,2011-07-08,98,57.0,6.8
2364,Green Lantern,PG-13,2011-06-17,114,39.0,5.5
2365,Hop,PG,2011-04-01,95,41.0,5.4
2366,Paranormal Activity 3,R,2011-10-21,83,59.0,5.8
2367,Just Go with It,PG-13,2011-02-11,117,33.0,6.4
2368,The Girl with the Dragon Tattoo,R,2011-12-21,158,71.0,7.8
2369,Bad Teacher,R,2011-06-24,92,47.0,5.6
2370,The Green Hornet,PG-13,2011-01-14,119,39.0,5.8
2371,The Muppets,PG,2011-11-23,103,75.0,7.1
2372,Real Steel,PG-13,2011-10-07,127,56.0,7.0
2373,"Crazy, Stupid, Love.",PG-13,2011-07-29,118,68.0,7.4
2374,Battle: Los Angeles,PG-13,2011-03-11,116,37.0,5.7
2375,Immortals,R,2011-11-11,110,46.0,6.0
2376,The Descendants,R,2011-12-09,115,84.0,7.3
2377,Zookeeper,PG,2011-07-08,102,30.0,5.2
2378,War Horse,PG-13,2011-12-25,146,72.0,7.2
2379,Limitless,PG-13,2011-03-18,105,59.0,7.4
2380,Tower Heist,PG-13,2011-11-04,104,59.0,6.2
2381,The Adventures of Tintin,PG,2011-12-21,107,68.0,7.3
2382,Contagion,PG-13,2011-09-09,106,70.0,6.7
2383,We Bought a Zoo,PG,2011-12-23,124,58.0,7.1
2384,Moneyball,PG-13,2011-09-23,133,87.0,7.6
2385,Jack and Jill,PG,2011-11-11,91,23.0,3.3
2386,Hugo,PG,2011-11-23,126,83.0,7.5
2388,Dolphin Tale,PG,2011-09-23,113,64.0,6.8
2389,No Strings Attached,R,2011-01-21,108,50.0,6.2
2390,Happy Feet Two,PG,2011-11-18,100,50.0,5.9
2391,Unknown,PG-13,2011-02-18,113,56.0,6.8
2392,The Adjustment Bureau,PG-13,2011-03-04,106,60.0,7.0
2393,Water for Elephants,PG-13,2011-04-22,120,52.0,6.9
2394,The Lincoln Lawyer,R,2011-03-18,118,63.0,7.3
2395,Midnight in Paris,PG-13,2011-06-10,94,81.0,7.7
2396,Friends with Benefits,R,2011-07-22,109,63.0,6.5
2397,I Am Number Four,PG-13,2011-02-18,111,36.0,6.1
2398,Source Code,PG-13,2011-04-01,93,74.0,7.5
2399,New Year's Eve,PG-13,2011-12-09,118,22.0,5.7
2400,Insidious,PG-13,2011-04-01,103,52.0,6.8
2401,Madea's Big Happy Family,PG-13,2011-04-22,106,45.0,4.8
2402,Diary of a Wimpy Kid: Rodrick Rules,PG,2011-03-25,99,51.0,6.5
2404,The Dilemma,PG-13,2011-01-14,111,46.0,5.3
2405,Arthur Christmas,PG,2011-11-23,97,69.0,7.1
2406,Hall Pass,R,2011-02-25,105,45.0,5.8
2407,The Artist,PG-13,2012-01-20,100,89.0,7.9
2408,Soul Surfer,PG,2011-04-08,112,53.0,7.0
2409,Final Destination 5,R,2011-08-12,92,50.0,5.8
2410,The Ides of March,R,2011-10-07,101,67.0,7.1
2411,Hanna,PG-13,2011-04-08,111,65.0,6.8
2412,Something Borrowed,PG-13,2011-05-06,112,36.0,5.9
2413,Scream 4,R,2011-04-15,111,52.0,6.1
2414,"Big Mommas: Like Father, Like Son",PG-13,2011-02-18,107,22.0,4.4
2415,Red Riding Hood,PG-13,2011-03-11,100,29.0,5.5
2416,In Time,PG-13,2011-10-28,109,53.0,6.7
2417,Paul,R,2011-03-18,104,57.0,7.0
